"","carat","cut","color","clarity","price"
"3134",0.3,"Premium","H","VS1",675
"3135",1.08,"Ideal","H","SI1",4333
"3136",1.15,"Premium","H","SI2",4743
"3137",0.34,"Ideal","G","VVS1",913
"3138",0.56,"Ideal","E","SI1",1698
"3139",0.5,"Very Good","D","SI1",1436
"3140",1.01,"Good","J","VS2",3555
"3141",0.31,"Very Good","H","VS2",489
"3142",2.14,"Ideal","J","VS2",14802
"3143",0.7,"Very Good","H","VS1",2453
"3144",1.15,"Ideal","E","VVS1",12447
"3145",1.13,"Premium","H","SI1",5338
"3146",0.6,"Premium","D","SI2",1428
"3147",0.7,"Ideal","E","SI2",2398
"3148",0.32,"Good","H","SI1",461
"3149",0.61,"Very Good","J","SI1",1149
"3150",1.58,"Premium","H","SI1",10738
"3151",0.3,"Good","H","VVS2",776
"3152",1.53,"Premium","J","SI1",6126
"3153",1.01,"Premium","D","VVS2",10147
"3154",1.55,"Ideal","H","SI1",10960
"3155",1.43,"Premium","F","SI1",8809
"3156",2.01,"Premium","G","SI2",14939
"3157",1.52,"Premium","I","SI1",8694
"3158",0.51,"Ideal","J","SI2",885
"3159",1.37,"Very Good","E","SI2",7365
"3160",1.97,"Premium","F","SI2",14542
"3161",0.72,"Very Good","F","SI1",2404
"3162",0.31,"Ideal","H","VVS1",707
"3163",1.2,"Very Good","I","SI1",5408
"3164",1.07,"Premium","H","SI1",5055
"3165",0.35,"Premium","F","VS2",706
"3166",0.33,"Ideal","G","IF",984
"3167",0.71,"Ideal","H","VS1",2909
"3168",1.52,"Premium","I","VS2",9057
"3169",1.42,"Very Good","G","VVS2",12891
"3170",1.51,"Ideal","G","VS2",13355
"3171",1,"Good","H","SI2",3640
"3172",1.55,"Premium","I","SI2",7256
"3173",1.02,"Very Good","F","VVS1",8990
"3174",0.37,"Premium","H","SI1",666
"3175",0.93,"Good","D","SI2",3540
"3176",0.26,"Premium","H","VS1",382
"3177",0.31,"Ideal","I","SI1",395
"3178",1.26,"Ideal","E","SI2",4939
"3179",0.9,"Premium","G","VS1",4460
"3180",0.57,"Ideal","G","SI1",1662
"3181",0.44,"Premium","I","VVS2",1063
"3182",2.03,"Ideal","I","SI2",11172
"3183",1.51,"Premium","I","SI2",6173
"3184",1.5,"Premium","J","VS1",7832
"3185",0.82,"Very Good","D","SI1",3593
"3186",0.91,"Ideal","H","SI1",4096
"3187",1.06,"Premium","H","VS2",5889
"3188",0.32,"Premium","G","VVS2",936
"3189",1.04,"Premium","E","VVS2",9882
"3190",2.01,"Good","E","SI2",17115
"3191",0.57,"Ideal","F","VS1",2189
"3192",1.23,"Ideal","F","VS1",8523
"3193",0.32,"Premium","J","VS2",504
"3194",0.68,"Good","F","VS1",2516
"3195",0.39,"Ideal","I","SI1",609
"3196",1.18,"Fair","F","SI2",4903
"3197",0.5,"Ideal","G","VVS2",1838
"3198",0.35,"Very Good","E","SI1",614
"3199",0.3,"Ideal","D","SI1",670
"3200",0.36,"Good","H","SI1",665
"3201",1.27,"Premium","H","SI1",6892
"3202",0.71,"Premium","E","VS1",3006
"3203",0.5,"Fair","E","VS2",1397
"3204",1.02,"Very Good","E","IF",11420
"3205",0.51,"Good","H","VS1",1438
"3206",0.51,"Ideal","G","VVS2",1842
"3207",0.32,"Ideal","J","IF",684
"3208",1.02,"Ideal","F","SI2",4662
"3209",0.42,"Premium","D","SI1",1040
"3210",0.71,"Ideal","G","VS2",2543
"3211",0.42,"Premium","E","SI2",814
"3212",1.01,"Very Good","F","VS1",6999
"3213",0.3,"Premium","I","VVS1",709
"3214",1.02,"Very Good","I","SI2",3980
"3215",0.72,"Ideal","E","SI2",2398
"3216",1,"Premium","F","VVS1",8154
"3217",0.33,"Premium","G","VVS2",965
"3218",0.91,"Premium","D","SI2",3943
"3219",0.26,"Ideal","G","VS2",397
"3220",0.24,"Very Good","D","VVS2",552
"3221",1.16,"Ideal","I","SI2",3800
"3222",0.33,"Premium","D","SI2",631
"3223",0.42,"Ideal","F","SI1",773
"3224",1.01,"Good","E","VS2",5972
"3225",0.27,"Very Good","G","VVS1",566
"3226",0.24,"Very Good","E","VVS1",485
"3227",0.72,"Very Good","E","SI1",2474
"3228",0.23,"Good","E","VVS1",462
"3229",0.57,"Ideal","G","VS1",1943
"3230",0.91,"Premium","J","SI1",2905
"3231",2.52,"Ideal","I","SI1",17231
"3232",1.51,"Very Good","I","VVS1",11088
"3233",0.26,"Ideal","I","VS1",358
"3234",0.91,"Very Good","F","VS1",4739
"3235",1.52,"Very Good","H","SI2",8408
"3236",0.33,"Premium","I","VS1",521
"3237",1.21,"Premium","H","VS2",5461
"3238",0.33,"Ideal","G","VVS2",965
"3239",0.35,"Ideal","E","VS2",984
"3240",0.75,"Ideal","E","VS2",3435
"3241",1.06,"Ideal","D","SI1",6426
"3242",1.15,"Ideal","F","VS1",10316
"3243",1.31,"Premium","H","SI2",6529
"3244",0.9,"Ideal","E","VS2",4419
"3245",1.55,"Premium","I","VS2",7656
"3246",1.52,"Good","F","VS1",16519
"3247",0.71,"Very Good","H","SI2",1972
"3248",1.63,"Good","I","SI1",9556
"3249",0.3,"Good","G","VVS1",789
"3250",1.09,"Ideal","F","SI2",4891
"3251",0.51,"Very Good","I","VS1",1301
"3252",1.04,"Ideal","F","VVS2",9281
"3253",0.51,"Very Good","E","VS2",1612
"3254",0.57,"Ideal","E","VS1",2110
"3255",0.24,"Ideal","F","VVS2",552
"3256",0.36,"Very Good","G","VS1",903
"3257",0.26,"Very Good","G","VVS2",486
"3258",1.2,"Premium","G","VVS2",9873
"3259",0.7,"Very Good","F","VS2",2362
"3260",0.56,"Ideal","H","VVS1",1929
"3261",0.7,"Good","E","VS1",3419
"3262",1.2,"Good","J","VS2",4548
"3263",0.55,"Ideal","E","SI2",1221
"3264",1.36,"Premium","J","VS2",6626
"3265",0.31,"Ideal","I","VS2",452
"3266",2,"Very Good","J","SI1",11189
"3267",1.04,"Very Good","H","IF",6694
"3268",0.37,"Premium","F","VS2",746
"3269",0.3,"Very Good","I","SI1",506
"3270",0.7,"Good","F","VS2",2290
"3271",0.33,"Ideal","D","VS2",1002
"3272",1.34,"Ideal","H","VVS1",10255
"3273",1.01,"Very Good","D","SI1",5386
"3274",2.06,"Premium","I","SI1",15494
"3275",1.65,"Ideal","D","SI2",10847
"3276",0.42,"Very Good","H","SI1",761
"3277",1.01,"Premium","G","VS2",5787
"3278",0.9,"Very Good","I","VS2",3519
"3279",1.03,"Premium","I","SI1",4248
"3280",1.11,"Premium","F","VVS2",9377
"3281",0.82,"Premium","H","VS1",3008
"3282",1.5,"Good","J","SI2",6421
"3283",0.32,"Premium","H","SI1",449
"3284",0.51,"Very Good","E","VS2",1662
"3285",0.97,"Very Good","I","SI2",2567
"3286",0.31,"Very Good","F","VS1",675
"3287",0.32,"Premium","G","VVS2",936
"3288",1.12,"Ideal","H","SI1",5521
"3289",1.31,"Very Good","H","VS2",7415
"3290",1.71,"Very Good","H","VS1",13904
"3291",1.09,"Ideal","J","VS2",4361
"3292",1.01,"Ideal","G","VS2",5946
"3293",0.7,"Good","E","VS1",2782
"3294",0.4,"Premium","D","VVS2",1323
"3295",0.34,"Premium","H","VS2",537
"3296",0.38,"Ideal","E","VVS2",1176
"3297",0.71,"Very Good","I","VVS1",2549
"3298",0.35,"Premium","E","SI2",630
"3299",1.21,"Very Good","F","VS2",10283
"3300",1.11,"Very Good","G","SI1",5000
"3301",0.81,"Ideal","G","VS1",3544
"3302",1.01,"Ideal","D","SI1",5939
"3303",0.37,"Premium","F","VS2",957
"3304",1,"Very Good","F","SI1",4586
"3305",0.52,"Good","G","SI1",1147
"3306",1.5,"Ideal","E","SI1",10777
"3307",1.51,"Ideal","H","VS2",10685
"3308",0.42,"Ideal","G","VS1",984
"3309",0.51,"Premium","E","VS2",1656
"3310",1.14,"Ideal","J","SI1",5174
"3311",0.43,"Premium","F","SI1",1016
"3312",0.4,"Premium","F","VVS2",1088
"3313",0.9,"Premium","I","SI2",2948
"3314",0.3,"Very Good","F","VS1",704
"3315",1.05,"Very Good","E","I1",3234
"3316",0.26,"Good","F","VS1",499
"3317",0.43,"Premium","G","VS2",867
"3318",0.41,"Ideal","G","VS1",961
"3319",0.31,"Ideal","G","VVS2",726
"3320",1,"Very Good","I","VS1",4516
"3321",0.53,"Ideal","H","VS1",1607
"3322",0.31,"Very Good","D","VS2",734
"3323",1.02,"Ideal","E","VS2",6704
"3324",1.19,"Very Good","D","SI2",6157
"3325",2.04,"Very Good","J","VS1",14527
"3326",1.1,"Very Good","H","SI2",4422
"3327",2.01,"Very Good","I","VS2",16626
"3328",0.51,"Ideal","I","VVS2",1274
"3329",0.4,"Premium","G","SI1",840
"3330",0.31,"Very Good","G","VVS1",761
"3331",0.32,"Good","D","SI2",441
"3332",1.1,"Ideal","D","VS1",10144
"3333",0.52,"Ideal","G","VS1",1662
"3334",2.14,"Premium","I","VS2",17416
"3335",0.74,"Premium","F","SI1",2042
"3336",0.33,"Very Good","H","VS2",521
"3337",0.7,"Ideal","J","VS1",1657
"3338",0.52,"Premium","G","SI1",1338
"3339",0.51,"Ideal","D","SI2",1264
"3340",0.4,"Ideal","I","IF",1053
"3341",1.24,"Very Good","I","VS2",5783
"3342",0.3,"Ideal","E","VVS2",1013
"3343",0.3,"Premium","G","SI1",574
"3344",1.07,"Premium","G","VS2",6022
"3345",0.4,"Ideal","E","SI1",945
"3346",1.11,"Premium","E","VS1",8329
"3347",2.03,"Ideal","I","SI2",13398
"3348",0.41,"Ideal","G","VS2",1061
"3349",1.01,"Ideal","F","IF",10688
"3350",0.28,"Very Good","G","SI1",382
"3351",1.01,"Fair","I","SI2",3054
"3352",0.31,"Ideal","G","VS2",544
"3353",0.39,"Ideal","F","VS2",971
"3354",1.31,"Ideal","F","VS1",10957
"3355",0.9,"Ideal","G","SI2",3521
"3356",0.71,"Very Good","H","VVS2",2695
"3357",0.3,"Ideal","D","VS2",911
"3358",0.32,"Ideal","D","VS1",1044
"3359",1.01,"Premium","H","SI1",3869
"3360",0.9,"Very Good","H","VS2",4173
"3361",1.02,"Good","F","SI1",4948
"3362",1.08,"Very Good","G","SI2",4362
"3363",0.7,"Very Good","H","VVS1",2893
"3364",1.5,"Fair","E","SI1",11489
"3365",0.82,"Fair","F","SI2",2508
"3366",0.25,"Ideal","G","VS1",438
"3367",1.05,"Ideal","G","VS1",6936
"3368",1.02,"Ideal","D","SI2",4044
"3369",0.45,"Fair","F","SI1",794
"3370",1.02,"Ideal","E","SI2",4798
"3371",0.62,"Very Good","I","VVS2",1615
"3372",1.02,"Premium","F","SI1",4678
"3373",0.72,"Very Good","D","VS2",3016
"3374",0.71,"Very Good","E","SI1",2570
"3375",2.51,"Premium","J","SI2",16278
"3376",0.33,"Ideal","G","IF",1052
"3377",1.01,"Premium","E","VS1",7821
"3378",0.41,"Premium","I","VVS2",1061
"3379",0.53,"Good","J","VS2",1023
"3380",0.4,"Premium","D","SI1",990
"3381",0.84,"Ideal","G","SI2",2879
"3382",0.71,"Very Good","D","VVS2",3799
"3383",0.33,"Very Good","F","VS2",666
"3384",1.04,"Premium","E","VS2",7019
"3385",0.62,"Very Good","H","VS2",1734
"3386",0.57,"Very Good","D","VS2",1651
"3387",1.02,"Ideal","G","VS1",7324
"3388",0.72,"Ideal","F","VS1",3759
"3389",0.95,"Premium","I","VS2",3818
"3390",0.43,"Ideal","G","SI2",935
"3391",0.41,"Ideal","G","SI2",659
"3392",1.57,"Premium","I","SI2",6401
"3393",1.03,"Ideal","I","SI2",4162
"3394",1.13,"Ideal","H","VS1",7571
"3395",0.33,"Ideal","E","VS2",681
"3396",1.01,"Good","G","SI2",3923
"3397",0.9,"Good","F","SI1",3950
"3398",0.3,"Ideal","G","SI1",545
"3399",1,"Very Good","E","SI1",4864
"3400",0.5,"Ideal","J","VS2",1188
"3401",1.02,"Good","F","SI1",5301
"3402",2.38,"Very Good","J","VS2",16126
"3403",0.43,"Ideal","G","VS1",943
"3404",1.07,"Premium","G","SI2",4584
"3405",0.31,"Premium","E","VS1",734
"3406",0.38,"Ideal","I","VS1",703
"3407",0.33,"Premium","G","VVS2",752
"3408",1.03,"Premium","D","VVS2",8469
"3409",0.9,"Good","H","VS1",4309
"3410",1.42,"Premium","G","VS1",11434
"3411",0.25,"Very Good","E","VVS2",575
"3412",1.57,"Ideal","I","SI1",11040
"3413",0.51,"Ideal","F","VVS2",2093
"3414",1.01,"Good","F","VS1",6825
"3415",0.43,"Ideal","G","IF",1318
"3416",0.83,"Ideal","E","SI2",3143
"3417",0.43,"Very Good","E","VS2",869
"3418",0.43,"Premium","F","SI1",948
"3419",0.76,"Ideal","G","VVS2",3927
"3420",0.57,"Premium","F","SI2",1746
"3421",1.2,"Good","G","VS1",8442
"3422",0.23,"Very Good","F","VVS2",583
"3423",0.3,"Very Good","G","VS1",605
"3424",0.4,"Very Good","D","SI1",924
"3425",0.7,"Very Good","F","VS2",2473
"3426",1.08,"Ideal","D","SI1",6203
"3427",0.92,"Ideal","F","VS2",5805
"3428",0.31,"Ideal","H","VS1",698
"3429",0.32,"Ideal","E","VS2",900
"3430",0.24,"Very Good","E","VVS1",492
"3431",1.62,"Premium","F","SI2",9106
"3432",1.05,"Premium","H","VS1",5580
"3433",0.45,"Fair","E","VS2",980
"3434",0.44,"Premium","E","VVS2",1274
"3435",1.26,"Very Good","G","SI1",7910
"3436",0.35,"Good","F","SI1",583
"3437",0.31,"Premium","H","SI2",501
"3438",0.26,"Ideal","F","IF",733
"3439",0.31,"Premium","G","SI1",462
"3440",1.01,"Premium","F","VVS2",8579
"3441",1.11,"Ideal","E","VS2",7459
"3442",0.76,"Very Good","H","SI1",2838
"3443",1.01,"Premium","E","VS2",6606
"3444",0.5,"Ideal","F","SI1",1286
"3445",0.5,"Good","E","SI2",1101
"3446",0.29,"Very Good","E","VS1",504
"3447",0.35,"Ideal","G","VVS1",887
"3448",1.04,"Ideal","F","VVS1",10825
"3449",1.46,"Ideal","G","VS2",10302
"3450",0.31,"Ideal","E","SI1",547
"3451",0.7,"Ideal","I","VS2",2390
"3452",0.9,"Good","E","SI1",3449
"3453",0.39,"Ideal","F","VVS2",988
"3454",1,"Fair","E","SI1",4140
"3455",1.01,"Very Good","G","SI1",4588
"3456",1.1,"Ideal","G","VVS2",9215
"3457",1.01,"Very Good","F","SI2",4121
"3458",0.3,"Ideal","F","VVS1",1041
"3459",0.9,"Ideal","G","VVS2",5242
"3460",0.72,"Ideal","F","VVS2",3740
"3461",1.01,"Good","E","SI1",4853
"3462",0.33,"Premium","I","VS2",594
"3463",0.51,"Good","D","VS2",1668
"3464",2,"Ideal","I","VS1",17607
"3465",0.79,"Ideal","G","SI1",2944
"3466",1,"Premium","G","VS2",6048
"3467",1.49,"Very Good","F","I1",6064
"3468",0.56,"Ideal","D","VS2",2066
"3469",0.35,"Ideal","E","SI1",667
"3470",1.4,"Premium","I","VVS2",8467
"3471",0.32,"Very Good","E","VS1",618
"3472",0.73,"Ideal","G","SI1",2377
"3473",0.36,"Ideal","G","SI1",689
"3474",0.7,"Ideal","E","VS1",3107
"3475",1.5,"Premium","D","SI2",8108
"3476",0.32,"Good","F","SI2",421
"3477",1.01,"Very Good","J","VS1",4262
"3478",0.32,"Ideal","D","VS2",972
"3479",0.3,"Ideal","D","SI1",709
"3480",0.78,"Very Good","E","SI1",3055
"3481",0.79,"Ideal","E","VS2",3377
"3482",1.01,"Premium","H","SI1",4771
"3483",0.91,"Very Good","H","VS1",4066
"3484",0.35,"Very Good","F","VVS1",966
"3485",1.2,"Ideal","J","SI2",4744
"3486",1.2,"Premium","J","SI1",4657
"3487",0.57,"Fair","F","SI1",1133
"3488",1.24,"Premium","J","SI2",4666
"3489",0.66,"Premium","E","SI1",1708
"3490",0.34,"Ideal","F","VS2",686
"3491",2.12,"Premium","I","SI2",15235
"3492",1.18,"Ideal","I","SI1",5088
"3493",0.73,"Ideal","F","VVS1",3342
"3494",2,"Premium","J","SI2",11106
"3495",0.3,"Ideal","G","VS2",491
"3496",0.4,"Premium","H","VS1",1035
"3497",0.75,"Ideal","G","VVS2",3740
"3498",0.31,"Ideal","E","SI2",558
"3499",1.02,"Ideal","H","SI2",4742
"3500",0.32,"Ideal","H","VVS2",828
"3501",1.11,"Ideal","H","SI2",4600
"3502",0.57,"Ideal","F","VVS2",2360
"3503",0.32,"Ideal","G","VVS1",842
"3504",1.01,"Good","D","VS1",7303
"3505",0.72,"Ideal","D","SI1",3322
"3506",1.7,"Very Good","I","VS1",12311
"3507",0.55,"Ideal","G","VS1",2132
"3508",0.57,"Very Good","D","VVS1",3126
"3509",2.03,"Premium","J","SI2",9435
"3510",0.39,"Ideal","I","VVS2",750
"3511",0.32,"Ideal","E","VVS1",892
"3512",1.7,"Premium","I","VVS2",11481
"3513",1.01,"Ideal","G","VVS2",7167
"3514",0.5,"Ideal","H","SI1",1446
"3515",0.31,"Premium","F","VS1",680
"3516",0.79,"Very Good","H","SI2",2348
"3517",1.02,"Premium","H","SI2",4284
"3518",0.36,"Very Good","H","VS2",568
"3519",0.91,"Fair","H","SI2",2825
"3520",0.4,"Very Good","E","SI1",687
"3521",1.06,"Ideal","H","SI2",4547
"3522",0.7,"Very Good","G","SI1",2184
"3523",0.51,"Ideal","H","VS2",1442
"3524",1.57,"Premium","F","SI2",8001
"3525",0.5,"Ideal","D","VS2",1819
"3526",0.92,"Very Good","D","SI2",4327
"3527",1.16,"Very Good","D","SI2",5044
"3528",0.56,"Ideal","E","VS2",1699
"3529",1.5,"Very Good","I","VS2",8893
"3530",0.91,"Good","H","VS2",3979
"3531",0.51,"Premium","G","VS1",1781
"3532",1.02,"Good","E","SI2",4398
"3533",0.72,"Very Good","H","SI2",1942
"3534",1.01,"Fair","F","VS2",5226
"3535",0.5,"Good","D","SI2",1157
"3536",0.75,"Ideal","I","VS1",2659
"3537",1.03,"Fair","J","SI2",3246
"3538",0.61,"Good","E","I1",1168
"3539",0.7,"Ideal","E","VVS2",3990
"3540",0.77,"Very Good","F","SI1",3044
"3541",0.56,"Ideal","D","VS2",2066
"3542",0.7,"Good","H","VS2",2234
"3543",0.77,"Premium","I","VS1",2524
"3544",0.39,"Premium","J","VVS1",921
"3545",0.98,"Very Good","G","SI2",4542
"3546",0.7,"Ideal","D","VS2",2833
"3547",0.4,"Ideal","G","VS1",877
"3548",1.2,"Very Good","G","VS2",7318
"3549",0.7,"Very Good","E","SI1",2753
"3550",1.28,"Ideal","J","VS2",5795
"3551",0.36,"Premium","E","VS2",789
"3552",0.5,"Fair","F","I1",627
"3553",0.35,"Very Good","G","SI1",669
"3554",1.7,"Premium","J","VS2",9225
"3555",0.74,"Very Good","F","SI1",2583
"3556",1.2,"Ideal","H","SI1",6485
"3557",0.74,"Ideal","F","VVS2",4157
"3558",0.32,"Good","D","I1",468
"3559",0.31,"Very Good","D","SI1",732
"3560",0.31,"Premium","E","SI1",698
"3561",1.01,"Good","G","VS2",5999
"3562",1.07,"Very Good","H","VS2",5820
"3563",2.14,"Ideal","I","SI2",14321
"3564",1.5,"Good","F","SI2",8820
"3565",0.41,"Premium","F","VVS2",1192
"3566",1.01,"Premium","D","VVS2",10797
"3567",0.3,"Premium","F","VVS2",737
"3568",0.37,"Premium","H","VVS2",957
"3569",0.3,"Very Good","F","SI1",500
"3570",0.32,"Ideal","D","SI1",715
"3571",2.2,"Ideal","J","VS2",15384
"3572",1.02,"Good","F","VS2",6479
"3573",0.31,"Good","F","VS2",744
"3574",0.39,"Very Good","I","VS2",712
"3575",0.79,"Premium","E","SI2",2868
"3576",2,"Fair","G","SI1",11935
"3577",0.73,"Premium","H","SI1",2107
"3578",1.21,"Premium","F","VS1",9448
"3579",0.53,"Ideal","F","SI1",1639
"3580",0.57,"Very Good","E","SI2",1244
"3581",1.1,"Very Good","I","SI1",4235
"3582",0.32,"Premium","G","VS2",720
"3583",0.31,"Ideal","H","VVS1",907
"3584",0.7,"Ideal","I","VVS1",2386
"3585",0.37,"Ideal","E","SI1",649
"3586",2,"Good","I","VS2",14889
"3587",0.9,"Good","H","SI1",2974
"3588",0.54,"Premium","F","SI2",1154
"3589",0.31,"Ideal","H","SI1",591
"3590",0.34,"Ideal","I","IF",695
"3591",2.01,"Premium","J","SI1",12369
"3592",0.3,"Ideal","E","VVS1",895
"3593",0.58,"Premium","F","VVS2",2238
"3594",1.02,"Very Good","G","SI1",4633
"3595",0.5,"Ideal","E","VVS2",2346
"3596",1.01,"Ideal","E","SI1",5068
"3597",0.53,"Ideal","E","SI1",1607
"3598",1.21,"Premium","I","VS2",4669
"3599",1.2,"Very Good","G","SI2",5474
"3600",1.5,"Premium","F","VS1",15478
"3601",0.3,"Ideal","G","VVS2",684
"3602",2.16,"Premium","I","SI1",17313
"3603",0.31,"Ideal","D","SI1",732
"3604",1.01,"Ideal","D","SI1",6257
"3605",1.17,"Premium","H","VS2",6163
"3606",1.2,"Good","F","VS2",8990
"3607",1.04,"Ideal","G","VVS1",7738
"3608",1.12,"Ideal","F","VS1",9030
"3609",0.41,"Ideal","D","VS2",1076
"3610",1,"Premium","G","VS2",6272
"3611",1.04,"Ideal","I","VS2",4013
"3612",0.51,"Ideal","J","SI1",988
"3613",0.51,"Ideal","E","SI1",1438
"3614",1.12,"Very Good","G","SI2",3700
"3615",2.07,"Ideal","J","VVS2",16769
"3616",0.3,"Ideal","H","IF",764
"3617",1.19,"Very Good","G","VS1",7989
"3618",0.3,"Premium","E","SI2",540
"3619",0.59,"Ideal","E","SI1",1789
"3620",1.53,"Very Good","J","VS1",7677
"3621",1.58,"Ideal","E","VS1",17894
"3622",0.31,"Ideal","G","VS2",698
"3623",0.25,"Good","E","VVS2",476
"3624",0.42,"Very Good","H","VVS1",1026
"3625",0.7,"Very Good","G","IF",3543
"3626",0.41,"Very Good","F","VS2",863
"3627",0.73,"Ideal","D","VS2",3735
"3628",0.32,"Good","F","VS2",828
"3629",0.48,"Premium","H","SI1",990
"3630",0.41,"Ideal","D","SI1",735
"3631",0.35,"Ideal","E","VS2",767
"3632",1.51,"Premium","J","SI1",6976
"3633",0.35,"Very Good","F","VS2",706
"3634",1.02,"Premium","F","VS2",6220
"3635",0.58,"Ideal","F","VVS2",2395
"3636",1.01,"Good","G","VS1",6613
"3637",0.32,"Ideal","D","VS2",972
"3638",0.5,"Very Good","D","VS2",1569
"3639",0.27,"Ideal","I","IF",587
"3640",1.52,"Ideal","I","IF",10419
"3641",1.03,"Very Good","D","SI2",4679
"3642",1.1,"Good","G","SI2",4084
"3643",0.72,"Ideal","E","SI2",2526
"3644",0.42,"Premium","E","VS2",1024
"3645",0.53,"Ideal","D","VS2",1956
"3646",0.7,"Good","H","VS2",2253
"3647",0.82,"Ideal","D","SI1",4113
"3648",1.01,"Premium","G","VVS2",7366
"3649",0.4,"Very Good","E","VVS2",1184
"3650",0.3,"Premium","G","VVS1",789
"3651",1.51,"Good","J","SI1",6394
"3652",1.51,"Ideal","H","VS2",11133
"3653",1,"Very Good","F","SI1",4234
"3654",1.01,"Good","E","SI1",5232
"3655",1,"Good","E","VVS1",7084
"3656",1.33,"Very Good","H","SI2",6482
"3657",2.01,"Good","I","SI1",13464
"3658",0.34,"Ideal","E","SI1",765
"3659",1.04,"Ideal","D","VS1",10709
"3660",0.33,"Very Good","I","VVS1",609
"3661",1.01,"Premium","D","SI1",5443
"3662",1.24,"Ideal","H","SI1",6958
"3663",0.4,"Very Good","D","VVS2",1359
"3664",0.51,"Ideal","G","VS1",1662
"3665",1.02,"Ideal","G","I1",3459
"3666",0.3,"Ideal","G","VVS1",789
"3667",0.9,"Ideal","G","VVS1",6237
"3668",0.76,"Very Good","E","VS2",3517
"3669",0.32,"Good","H","SI1",449
"3670",1.21,"Premium","E","SI1",6963
"3671",1.06,"Very Good","E","VVS2",9680
"3672",0.8,"Ideal","H","VVS1",3732
"3673",1.01,"Good","F","SI1",4989
"3674",1.01,"Very Good","F","VS2",7258
"3675",1.27,"Ideal","G","VS1",9431
"3676",1.63,"Ideal","G","SI2",10680
"3677",1.03,"Very Good","G","SI2",4413
"3678",1.66,"Premium","D","SI1",14224
"3679",0.52,"Ideal","D","VVS1",3247
"3680",0.37,"Premium","E","VS2",1041
"3681",0.4,"Ideal","G","SI2",654
"3682",0.7,"Fair","G","VS1",2384
"3683",1.57,"Ideal","F","SI1",11523
"3684",1.34,"Ideal","F","VS2",7504
"3685",0.41,"Premium","F","VVS2",1192
"3686",0.56,"Premium","D","VS2",1963
"3687",1.13,"Premium","H","SI1",5194
"3688",0.56,"Ideal","D","SI1",1814
"3689",1.54,"Premium","H","VS2",10702
"3690",0.51,"Good","D","SI1",1363
"3691",0.42,"Ideal","H","VS1",847
"3692",1.01,"Very Good","F","SI1",4969
"3693",1,"Good","I","SI1",3878
"3694",0.91,"Very Good","E","SI2",3638
"3695",0.23,"Very Good","E","VVS2",505
"3696",1.07,"Very Good","G","VS2",6355
"3697",0.52,"Ideal","E","VS2",1646
"3698",0.41,"Ideal","G","VS2",827
"3699",0.5,"Very Good","D","SI1",1190
"3700",0.43,"Good","J","SI2",629
"3701",0.4,"Ideal","G","IF",1257
"3702",1.02,"Ideal","G","VS2",6418
"3703",0.26,"Very Good","E","VS2",453
"3704",0.43,"Ideal","G","IF",1433
"3705",0.41,"Ideal","F","VVS2",1192
"3706",0.76,"Very Good","G","VS2",2990
"3707",0.3,"Ideal","G","VS2",545
"3708",0.52,"Ideal","G","VS1",1815
"3709",0.76,"Premium","E","SI1",2644
"3710",2.2,"Very Good","H","VS2",16239
"3711",0.53,"Good","I","SI2",942
"3712",0.53,"Very Good","F","VS2",1631
"3713",1.32,"Premium","G","SI2",4373
"3714",0.31,"Very Good","G","VVS2",707
"3715",0.91,"Very Good","H","VS1",4514
"3716",1.2,"Very Good","E","SI1",7310
"3717",1.05,"Premium","H","SI2",3352
"3718",1,"Good","H","SI1",4469
"3719",0.91,"Premium","D","SI2",3781
"3720",0.33,"Ideal","G","VS2",743
"3721",1.11,"Very Good","J","VS2",4283
"3722",1.13,"Premium","E","SI2",4040
"3723",1.07,"Premium","H","SI2",4119
"3724",0.27,"Premium","E","VVS1",622
"3725",0.53,"Ideal","G","VS1",1721
